7.07980e-01 2.46544e+00
7.21940e-01 3.50249e+00
7.35900e-01 2.47848e+00
7.49860e-01 2.00888e+00
7.63820e-01 1.36480e+00
7.77780e-01 6.39188e-01
7.91740e-01 1.24576e+00
8.05700e-01 1.23761e+00
8.19660e-01 1.41535e+00
8.33620e-01 2.98560e+00
8.47580e-01 1.81321e+00
8.61540e-01 1.89148e+00
8.75500e-01 1.24576e+00
8.89460e-01 1.25881e+00
9.03420e-01 2.30075e+00
9.17380e-01 2.02192e+00
9.31340e-01 3.29704e+00
9.45300e-01 2.09530e+00
9.59260e-01 1.70070e+00
9.73220e-01 1.37621e+00
9.87180e-01 1.54742e+00
1.00114e+00 1.53927e+00
1.01510e+00 1.50829e+00
1.02906e+00 1.02727e+00
1.04302e+00 6.99520e-01
1.05698e+00 5.15264e-01
1.07094e+00 2.36434e-01
1.08490e+00 5.44614e-01
1.09886e+00 1.19032e+00
1.11282e+00 3.87752e+00
1.12678e+00 2.25510e+00
1.14074e+00 2.67905e+00
1.15470e+00 1.62732e+00
1.16866e+00 1.06477e+00
1.18262e+00 1.24250e+00
1.19658e+00 1.15608e+00
1.21054e+00 1.16424e+00
1.22450e+00 5.13633e-01
1.23846e+00 3.66881e-01
1.25242e+00 1.65178e+00
1.26638e+00 3.02799e+00
1.28034e+00 2.51273e+00
1.29430e+00 3.73403e-01
1.30826e+00 3.17964e-01
1.32222e+00 3.09811e-01
1.33618e+00 3.31008e-01
1.35014e+00 2.69046e-01
1.36410e+00 2.47848e-01
1.37806e+00 3.76664e-01
1.39202e+00 5.51137e-01
